date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,type_of_traveller,aircraft,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2022-12-17,Aircraft was clean and fresh,7.0,"their on time performance is best in india and so was my experience, departed on time and reached before time. boarding experience was ok, t1 at mumbai is little congested so not proper space to board in proper queue. aircraft was clean and fresh, cabin crew were courteous. seats are ok for short flights.",Economy Class,1,True,405,1.0,1.0,Not informed,Not informed,Solo Leisure,A320Neo,Mumbai to Bangalore,December 2022,1.0,Not informed,IndiGo,India,True
2022-12-25,No complimentary service,4.0,there are no complimentary service with normal ticket. everything is chargeable. and the flight charges is high without any inflight service.,Economy Class,1,False,406,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Rajkot to Mumbai,December 2022,1.0,Not informed,IndiGo,India,True
2022-12-27,Customer service was rude,1.0,"by far the worst flight experience i have had in my life. customer service was rude, plane was uncomfortable. this was the last leg of my journey from america to india and i will be sure to never fly indigo again. at least some of the lower service staff tried to be helpful, but the manager of the bangalore indigo crew  was the most unhelpful, rude, entitled person i have ever had the misfortune of meeting. i have never been treated so poorly by someone in the service industry and i hope indigo realizes that this one person has cost them many customers.",Economy Class,1,False,407,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Bangalore to Trivandrum,December 2022,1.0,Not informed,IndiGo,India,True
2022-12-28,Amateurish personnel and never on time,1.0,Not informed,Economy Class,1,False,408,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Doha to Hyderabad,December 2022,1.0,Not informed,IndiGo,India,False
2023-01-04,Indigo is not an airline fit for international travel,3.0,"indigo is not an airline fit for international travel. 1) the seats were very very uncomfortable, with very little cushioning. it felt as if one is sitting on a hard bench. 2) no in flight entertainment facility 3) no blankets or cushions available. 4) no alcohol served. 5) food served is pre-packaged poha, noodles. anything extra is supposed to be paid for. 6) the ground service was slow and understaffed. they had no clue about how to manage the crowd. 7) the washroom didn't have toilet paper a they ran out of it. not recommended at all.",Economy Class,1,False,409,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,New Delhi to Istanbul,December 2022,1.0,Not informed,IndiGo,India,False
2023-01-05,Rude and unsupportive staff,1.0,"worst services from indigo, rude and unsupportive staff, no helping or support given to passengers. they treat people like travel bags, keep sending from one place to another without proper guidance and no use of customer care services physically or on call. just a waste of time.",Economy Class,1,False,410,1.0,1.0,1.0,1.0,Family Leisure,Not informed,New Delhi to Ahmedabad,January 2023,1.0,1.0,IndiGo,India,False
2023-01-10,Best to avoid if at all possible,1.0,by far the worst overall flight experience i have had in my life. customer service was embarrassingly bad and no-one could help or speak english. app was awful and initially took my money without giving me a flight and took indigo 2 weeks to refund. the flight i did manage to book was more expensive than the initial one and that was fine with indigo. seats on the plane were very cheap and uncomfortable (never seen that before). best to avoid if at all possible.,Economy Class,1,False,411,1.0,1.0,1.0,1.0,Couple Leisure,Not informed,Bangkok to Delhi,December 2022,1.0,1.0,IndiGo,India,False
2023-01-16,Extremely helpful and guided us,8.0,our flight was unfortunately cancelled yesterday (sunday) 15 min prior to boarding. there was a lot of confusion and to how to reach our destination. ms dhara at the airline counter in mumbai was extremely helpful and guided us through. not only that she was calm and composed but she knew every step of what she was doing and tried her level best to put us on the next flight and gave us instruction with clarity. mr. adhil also extended his help since we had to catch our next scheduled flight from international terminal,Economy Class,1,True,412,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Mumbai to Cochin,January 2023,1.0,1.0,IndiGo,India,True
2023-01-19,Another good experience,8.0,"another good experience, best indian lcc. before time arrival, clean and hygienic cabin. courteous cabin crew, ok seats for short ride. what more we expect from a lcc, recommended.",Economy Class,1,True,413,1.0,1.0,Not informed,Not informed,Solo Leisure,A321,Ahmedabad to Bengaluru,January 2023,1.0,Not informed,IndiGo,India,True
2023-01-21,Smooth and efficient trip,8.0,"very smooth and efficient trip with an on time performance. please forward appreciation to the friendly and very professional customer service agent vagneshwari (forgive me if i misspell the name) based at trz airport. a very informative customer service minded check in/gate agent who guided and took her time to get to know the passenger. i travel frequently worldwide and this is not common nowadays, even from the biggest carriers. this was my first indigo flight, had some difficulties on the app/website paying for the seat due to international card, and the snacks menu onboard could offer more. will surely choose this carrier from now on if i get the chance due to the great experience!",Economy Class,1,True,414,1.0,1.0,1.0,Not informed,Solo Leisure,ATR72,Tiruchirappalli to Bengaluru,January 2023,1.0,Not informed,IndiGo,India,True
2023-01-21,Best lcc in india,7.0,"no doubt indigo is best lcc in india, smooth check in, on time sequential boarding and departure. okay seats, clean hygiene cabin, courteous cabin crew. another good experience and reason to fly again with them next time.",Economy Class,1,True,415,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Delhi to Ahmedabad,January 2023,1.0,Not informed,IndiGo,India,True
2023-01-22,Seats were so uncomfortable,4.0,"i flew from blr to bkk (bangkok). the indigo staff at the blr airport were so rude, goodness knows why. maybe it was late in the night and they hate their jobs. the flight got delayed by 1.5 hours. the seats were so uncomfortable. they passengers sitting next to me were loud and obnoxious. most of the people who fly indigo are the ones who are looking for the cheapest option. their behavior and appearance is congruent with their spending.",Economy Class,1,False,416,1.0,1.0,1.0,1.0,Couple Leisure,Not informed,Bengaluru to Bangkok,January 2023,1.0,1.0,IndiGo,India,True
2023-01-23,Awesome hospitality,10.0,"awesome hospitality by air hostess, a member of family had a health issue and she really took very good care of her. overall experience was amazing, loved to fly with indigo",Economy Class,1,True,417,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Delhi to Pune,January 2023,1.0,1.0,IndiGo,India,True
2023-01-29,Interactions with passenger can best be classified as rude,3.0,"while it is a very well managed airline, they can do better balance revenue management as a claimed low cost carrier and customer experience. their staff is in constant search to find ways get a dime even if they are paid dollar extra in purchased services that are not used. their interactions with passenger can best be classified as rude, their associates can learn compassion and empathy. can’t wait for tata affiliated airlines to gain more traction. i try to avoid indigo even if i had to pay 2-5% more.",Economy Class,1,False,418,1.0,1.0,Not informed,Not informed,Business,Not informed,Vadodara to Bengaluru,January 2023,1.0,Not informed,IndiGo,India,False
