date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2018-03-11,"""service and concern is exemplary""",10,"✅ Trip Verified |  Dimapur to Bangalore via Kolkata. I flew with IndiGo and received exemplary service. On my previous flights on IndiGo as well as Dimapur to Kolkata leg of this flight, I had inquired about buying the ""Girl Power"" Lapel Pin for my daughter and was told every time ""not available"". I inquired on this flight as well and the pin wasn't available but seeing the disappointment in my eyes, cabin crew  immediately took off the Girl Power badge off her uniform and gave it to me. This level of service and concern is exemplary and way beyond call of duty - kudos  for her generosity and to IndiGo for nurturing employees like her - way to go!",Economy Class,5,yes,196,4,5,,,Solo Leisure,,Dimapur to Bangalore via Kolkata,March 2018,5,,IndiGo,India
2018-03-17,"""good customer service""",8,✅ Trip Verified |  Trivandrum to Bangalore. Airline provided special consideration to families with small kids so we also got the preference on boarding the flight first. The kids were provided with small Indigo passports by the hostess. The Kids and we as a family enjoyed the flight. We were provided with soft drinks and in one hour we landed at the Bangalore Airport. It was a good customer service from Indigo,Economy Class,4,yes,197,4,4,3,,Family Leisure,,Trivandrum to Bangalore,April 2017,4,,IndiGo,India
2018-03-22,"""sincere thanks and appreciation""",10,✅ Trip Verified |  My wife travelled on Indigo flight 6E-459 from Mumbai to Chennai on 20/3/2018. She arrived late at the airport in Mumbai. There was a flash strike by Uber which she booked earlier and she had to take an auto at the last moment to travel from Thane to the domestic airport. The Indigo staff at the Mumbai airport were very helpful in arranging to board the aircraft at the last moment. She was travelling alone and had no knowledge of Hindi. The Ground staff of Indigo also arranged to send her luggage in another aircraft travelling to Chennai. We had a few tense moments till she arrived safely here at Chennai. To our pleasant surprise the baggage was also delivered personally by Indigo staff at Chennai within an hour. I wish to place on record my sincere thanks and appreciation to all the Indigo staff who helped her out both at Mumbai and Chennai.,Economy Class,5,yes,198,5,5,5,,Solo Leisure,,Mumbai to Chennai,March 2018,5,,IndiGo,India
2018-03-26,"""the flight I booked was cancelled""",1,"✅ Trip Verified | I am a frequent domestic flyer and several times I have traveled with IndiGo. Apart from one or two exceptions, every time the flight I booked was cancelled and I was re-booked on another flight. It was alright when the re-booking was done for another flight at the same time but lately the re-booked flights are at very inconvenient times. As a female passenger traveling alone, I could not accept the revised time of 21.50 reaching my destination at 23.05 for my last booked flight. The only other alternative for me is a flight one day later. Not to mention the unexpected delays in airport. I do not recommend IndiGo flights. The chances of getting your entire schedule messed up is pretty high with Indigo.",Economy Class,1,no,199,5,5,,,Solo Leisure,,Trivandrum to Bangalore,March 2018,5,,IndiGo,India
2018-04-09,"""missed my Delhi - Dubai flight""",2,"✅ Trip Verified |  Udaipur to Dubai via Delhi. I was travelling with my spouse, mother and infant. Udaipur - Delhi flight was delayed more than 2.5 hours and because of this I missed my Delhi - Dubai flight. No one from IndiGo was there to assist, I struggled for 5 hours at Delhi airport with my kid, they made me run between the counters. After struggle of whole night they arranged to fly in another flight but only for two people, I had to travel with my kid and mother leaving my spouse at Delhi airport. They arranged a flight for my spouse after 12 hours.",Economy Class,1,no,200,2,3,,,Family Leisure,,Udaipur to Dubai via Delhi,April 2018,1,,IndiGo,India
2018-04-12,"""poor quality of ground staff""",2,✅ Trip Verified |  Bangalore to Singapore. Horrible experience with check in staff at Bangalore. We had an onward flight from Singapore to Jakarta on Singapore Airlines. The check in staff refused to check us in saying we did not have Singapore visas. We explained that we were transiting at Singapore so did not need a visa. They refused to accept. I explained that at Singapore it is possible to freely transfer between terminals T2 & T3 without needing to pass Immigration. They refused to agree and insisted we required a Singapore visa. After much discussion they allowed us to board after they realized we possessed valid US & other visas. Wereached Singapore and there is no requirement to pass Immigration. Imagine if we did not possess other visas- would we have not been allowed to travel. Sad to see the poor quality of ground staff at Indigo.,Economy Class,4,no,201,3,3,,,Business,,Bangalore to Singapore,April 2018,1,,IndiGo,India
2018-04-16,"""delayed by more than 5 hours""",2,"✅ Trip Verified |  Kochi to Hyderabad via Mumbai. I earlier travelled to cochin, it was delayed by 1.3 hours. This time they directly rescheduled my travel. I was supposed to travel from Cochin to Hyderabad via Chennai. But they had rerouted me to Mumbai then to Hyderabad. Before rescheduling directly they should have given me options of cancellation or showing next available flight options. I got delayed by more than 5 hours. Who would want to suffer without sleep for purely airlines mistake?  When i ask for compensation they  say you should have called before starting your travel. ",Economy Class,2,no,202,3,1,,,Family Leisure,A320,Kochi to Hyderabad via Mumbai,April 2018,2,,IndiGo,India
2018-04-27,"""Lack of flexibility""",2,"✅ Trip Verified | I travel with Indigo a lot and about half the time I regret it. They have all sorts of arbitrary rules that don't affect their ability to do their job but do affect your flight experience. For example, a few times I've arrived to my flight early due to a changing work schedule in time to take their previous flight going the same way on the same day. Every time they refuse despite having plenty of space - apparently they cannot tolerate changing my flight despite the fact that it would save me 4 hours of being away from my family and cost them nothing. Today they made me check my carry on because it was 8kg and over their limit of 7kg. Why do they care if that 8kg is carried in my hand or under the plane? Lack of flexibility and customer orientation on this airline is consistently staggeringly bad. And it really irritates my sense of efficiency and reasonableness.",Economy Class,2,no,203,1,4,1,1,Business,,Visakhapatnam to Delhi,April 2018,1,1,IndiGo,India
2018-04-27,"""Please improve your service""",1,✅ Trip Verified |  Mumbai to Raipur. The fare for extra luggage is too high. No food is provided during travelling. I don’t think it’s worth paying 6000 for each flight and not getting any facilities.  Please improve your service.,Economy Class,1,no,204,2,4,1,,Solo Leisure,,Mumbai to Raipur,April 2018,1,,IndiGo,India
2018-05-02,"""she was excellent""",10,✅ Trip Verified |  Delhi to Bangalore. I was traveling with someone who was visually impaired. And when I reached the check in the girl on the other side was helpful to provide us with assistance.  She was excellent. She took good care of the specially enabled person with me and ensued that we were made to sit on the plane. Not only this she also helped so many passengers with all their queries. Keep it up and god bless you.,Economy Class,2,yes,205,2,3,2,,Family Leisure,,Delhi to Bangalore,May 2018,5,,IndiGo,India
2018-05-11,"""such a caring staff.""",10,✅ Trip Verified |  Coimbatore to Delhi. First of all thank you for such a caring staff. My daughter met with an accident and her left arm was affected.  She was carrying extension rod attached to her arm. We were having three tickets but of different nos. Air hostess took proper care for arranging front seats for us. She helped her relax throughout the journey.,Economy Class,5,no,206,5,5,,,Family Leisure,,Coimbatore to Delhi,April 2018,5,,IndiGo,India
2018-05-12,"""such caring staff""",10,✅ Trip Verified | Flew Coimbatore to Delhi. First of all thank you IndiGo for such caring staff. My daughter met with an accident and her left arm was affected. She had treatment from Ganga medical center Coimbatore. She was carrying an extension rod attached to her arm. We had three tickets but of different nos. The air hostess took proper care with arranging front seats for us. She made her relax throughout the journey. ,Economy Class,5,no,207,5,5,5,5,Family Leisure,,Coimbatore to Delhi,April 2018,5,5,IndiGo,India
