date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Type Of Traveller,Route,Date Flown,Aircraft,Ground Service,Wifi & Connectivity,airline_name,country
2014-03-24,Turkish Airlines customer review,1,DXB-IST 24th Jan TK 0761. IST-HBE 25th Jan TK 0696. I was lured to this airline by their extensive advertising I wish they saved the costs of advertising to improve their equipment and services. I paid for business class and I didn't even get anything near decent economy standard. The plane was old. The seats were in a very bad state. Boarding was chaotic. The second flight was on 25th Jan IST-HBE. Although I paid for a business class seat all I got was an economy seat at the front of the plane.,Business Class,1,1,1,1,1,no,180,,,,,,,Turkish Airlines,Turkey
2014-03-25,Turkish Airlines customer review,9,I flew on flight #8 from IAD to IST and was quite impressed food was very good entertainment could be better but I guess it is enough to get by. Service is good however you might encounter a little attitude at times from the flight attendants. The departure back to IAD on flight #7 was also quite nice with some attitude problems from some flight attendants. Departure from IST is a bit disorganised you have to go trough a lot of security to board that flight to DC in Istanbul. I would fly this way again to go to Europe my final destination was Zurich Switzerland and those flights were great and on time.,Economy Class,1,1,1,1,1,yes,181,,,,,,,Turkish Airlines,Turkey
2014-03-25,Turkish Airlines customer review,1,Dubai to Barcelona via Istanbul (Flight TK 0761 and TK1853 IST - Barcelona) on 15th March 2014. Flight delayed from Dubai however we arrived 50 minutes prior to departure of Barcelona flight. Istanbul airport is a complete mess. Had Turkish airline staff put us as priority at airport security we would have easily caught the flight. We had to arrange an airport hotel at our expense.,Economy Class,1,1,1,1,1,no,182,,,,,,,Turkish Airlines,Turkey
2014-03-27,Turkish Airlines customer review,3,My husband I are seasoned travellers. We travelled to Kathmandu from the UK via Birmingham and back again with a 3 day stop over in Istanbul. On our journey back we missed our flight due to a faulty flight display system which did not show that the plane was boarding and a public announcement system which did not announce the flight. The staff on the ground were rude discourteous and unhelpful. It took the airport staff to help us. Much needs to be done to improve services.,Economy Class,1,1,1,1,1,no,183,,,,,,,Turkish Airlines,Turkey
2014-03-27,Turkish Airlines customer review,10,I flew TK1939 (IST-BRU) in an Airbus 321. I had forgotten how pleasant flying economy class could be after all those hated Ryanair flights. Every seat has a personal screen with loads of movies to chose from. Fortunately the 3 hour flight gave me enough time to watch a full movie. Food was delicious. They even brought a menu with a choice of two plates. Wine was free. There even was a cook (complete with a cook hat). I know -it's just a flight attendant dressed differently but I bought it. Being a Gold elite member at Star Alliance I had access to the Turkish Airlines lounge before the flight. Truly wonderful. Spacious a great buffet and even a golf simulator to kill time. From now on I will use Turkish Airlines for all my flights to Asia avoiding Lufthansa and Frankfurt or Munich!,Economy Class,1,1,1,1,1,yes,184,,,,,,,Turkish Airlines,Turkey
2014-03-28,Turkish Airlines customer review,8,IST-JIB with return. Both sectors brand new A321 with very good IFE. Food always above standards and plenty of soft drinks (no spirits on these flights). Cabin crew very attentive. The outbound leg arrived 30 minutes early. However the return had a delay of 30 minutes and I had a connection flight to catch (1h 30 min). This is the biggest issue with THY. Ground handling in IST. Although they were informed they did nothing. Long bus ride and then the chaotic security control of IST airport. The only reason that I didn't miss the next flight was a 20 minute delay. As far as it goes for value for money.,Economy Class,1,1,1,1,1,yes,185,,,,,,,Turkish Airlines,Turkey
2014-03-30,Turkish Airlines customer review,9,I flew in business class from Zurich to Johannesburg and back via Istanbul with Turkish Airlines. Their business class product for short haul was by far the best business class I have experienced in Europe. The crew were friendly and efficient the seat pitch was good and the food was absolutely great. The lounge in Istanbul is one of the nicest business class lounges I have been in. The long-haul sector to Johannesburg and back was also great. OK the seat and the inflight entertainment and not the most modern but they were well within acceptable bounds. Once again flight crews were friendly and efficient. No problems at any time with ground services. No delays and bags all delivered promptly and in good shape.,Business Class,1,1,1,1,1,yes,186,,,,,,,Turkish Airlines,Turkey
2014-04-01,Turkish Airlines customer review,6,We boarded a flight from Edin to Istanbul on 23/3/14. The cabin was rather small (seating of 2 and 3) and the air- conditioning was rather warm! Seats can be rather cramped if you are on the plus size. No negative comments about the food though. However Istanbul airport was chaotic. Going through passport control took us a good one hour. The next leg of our flight was Istanbul -Kuala Lumpur on a much bigger plane. Again the food was satisfactory. Service was ok and inflight entertainment featured some of the latest movies. Nevertheless the cabin temperature was a bit warm. We got a good deal on the tickets (1900 pounds for 5 pax) so I guess I shouldn't complain much.,Economy Class,1,1,1,1,1,yes,187,,,,,,,Turkish Airlines,Turkey
2014-04-01,Turkish Airlines customer review,3,IST-KTM. Flight was delayed 2.5 hours. No staff at the gate to provide information. Onboard the aircraft personal reading lights were either on and flight attendants were not able to switch them off or vv. IFE was only showing the flight information. The AVOD system was working for half an hour only then it crashed and flight attendants neither attempted to reset it nor was any announcement made regarding this. After landing in KTM a single panel with three oxygen masks dropped down the row in front of me. On the bright side: Food was excellent.,Economy Class,1,1,1,1,1,no,188,,,,,,,Turkish Airlines,Turkey
2014-04-01,Turkish Airlines customer review,6,We boarded a flight from Edin to Istanbul on 23/3/14. The cabin was rather small (seating of 2 and 3) and the air- conditioning was rather warm! Seats can be rather cramped if you are on the plus size. No negative comments about the food though. However Istanbul airport was chaotic. Going through passport control took us a good one hour. The next leg of our flight was Istanbul -Kuala Lumpur on a much bigger plane. Again the food was satisfactory. Service was ok and inflight entertainment featured some of the latest movies. Nevertheless the cabin temperature was a bit warm. We got a good deal on the tickets (1900 pounds for 5 pax) so I guess I shouldn't complain much.,Economy Class,1,1,1,1,1,yes,189,,,,,,,Turkish Airlines,Turkey
